cod_apli_prod,descri_cod_apli_prod,num_cta,fecha_creacion,fecha_ultimo_pago,vlr_original,vlr_pagado,vlr_pendiente_pago,cod_trn,descri_cod_trn,estado_recuperacion,tasa_recuperacion,dias_gestion,dias_desde_creacion,banda_antiguedad,flag_reciente,pagada_total,flag_inconsistencia_contable,flag_fecha_invertida,flag_pago_mayor_original
S,AHORRO,74305551865,2025-04-28,2025-06-24,1125.14,1125.14,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,57,196,91+,0,1,0,0,0
S,AHORRO,39542799765,2025-03-18,2025-03-26,144.52,144.52,0.0,2040,PAGO PROVEEDORES,PAGADA_TOTAL,1.0,8,237,91+,0,1,0,0,0
S,AHORRO,77173337153,2024-12-31,2025-09-26,4753.02,4753.02,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,269,314,91+,0,1,0,0,0
S,AHORRO,45984999843,2025-06-25,2025-07-01,944.34,944.34,0.0,2107,CARGO FISCAL IVA TRASLADO,PAGADA_TOTAL,1.0,6,138,91+,0,1,0,0,0
S,AHORRO,60419256529,2025-05-05,2025-07-30,1501.88,1501.88,0.0,333,CARGO FISCAL IVA A,PAGADA_TOTAL,1.0,86,189,91+,0,1,0,0,0
S,AHORRO,30087063260,2025-04-02,2025-06-08,1572.38,1164.07,408.31,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.7403,67,222,91+,0,0,0,0,0
S,AHORRO,41788542689,2025-04-30,2025-09-22,1896.51,1896.51,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,145,194,91+,0,1,0,0,0
S,AHORRO,76659679996,2025-04-12,2025-05-02,29238.82,29238.82,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,20,212,91+,0,1,0,0,0
S,AHORRO,81380635645,2025-04-30,2025-07-27,10535.62,8384.46,2151.16,137,COMISION RETIRO CANAL A,PAGO_PARCIAL,0.7958,88,194,91+,0,0,0,0,0
S,AHORRO,68783069239,2025-03-04,2025-04-10,1303.6,1303.6,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,37,251,91+,0,1,0,0,0
S,AHORRO,91697747086,2025-07-11,2025-10-01,162.81,127.55,35.26,1275,REVERSO CONSIGNACION EFECTIVO,PAGO_PARCIAL,0.7834,82,122,91+,0,0,0,0,0
S,AHORRO,59921411678,2025-04-03,2025-09-04,29243.8,29243.8,0.0,2107,CARGO FISCAL IVA TRASLADO,PAGADA_TOTAL,1.0,154,221,91+,0,1,0,0,0
S,AHORRO,19646884077,2025-03-27,2025-09-09,1462.41,1462.41,0.0,303,PAGO GENERAL,PAGADA_TOTAL,1.0,166,228,91+,0,1,0,0,0
S,AHORRO,95419686083,2024-11-29,2025-06-04,4761.72,4761.72,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,187,346,91+,0,1,0,0,0
S,AHORRO,74168182327,2024-11-28,2025-07-21,3191.43,3191.43,0.0,1388,COMISION EXPEDICION DOCUMENTO,PAGADA_TOTAL,1.0,235,347,91+,0,1,0,0,0
S,AHORRO,20706217678,2025-03-18,2025-07-20,33559.72,33559.72,0.0,1157,COMISION CONSULTA SALDO,PAGADA_TOTAL,1.0,124,237,91+,0,1,0,0,0
S,AHORRO,67591250229,2025-06-30,2025-09-25,14038.82,14038.82,0.0,1157,COMISION CONSULTA SALDO,PAGADA_TOTAL,1.0,87,133,91+,0,1,0,0,0
S,AHORRO,51532887041,2024-11-24,2025-10-06,792.77,792.77,0.0,1685,CARGO FISCAL IVA RECAUDO,PAGADA_TOTAL,1.0,316,351,91+,0,1,0,0,0
S,AHORRO,16675868509,2024-11-24,2025-09-21,4686.15,4686.15,0.0,497,PAGO SERVICIO ELECTRONICO,PAGADA_TOTAL,1.0,301,351,91+,0,1,0,0,0
S,AHORRO,36438297179,2025-01-11,2025-01-17,3392.91,3392.91,0.0,1157,COMISION CONSULTA SALDO,PAGADA_TOTAL,1.0,6,303,91+,0,1,0,0,0
D,CORRIENTE,54577145127,2024-10-27,2025-01-28,5562.27,5562.27,0.0,2107,CARGO FISCAL IVA TRASLADO,PAGADA_TOTAL,1.0,93,379,91+,0,1,0,0,0
S,AHORRO,62345053062,2024-10-21,2025-02-12,645.83,645.83,0.0,497,PAGO SERVICIO ELECTRONICO,PAGADA_TOTAL,1.0,114,385,91+,0,1,0,0,0
S,AHORRO,41709603847,2025-03-23,2025-10-16,174.03,174.03,0.0,70,TRANSFERENCIA BILLETERA DIGITAL,PAGADA_TOTAL,1.0,207,232,91+,0,1,0,0,0
S,AHORRO,13543740250,2025-06-22,2025-09-19,6698.63,6698.63,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,89,141,91+,0,1,0,0,0
S,AHORRO,68366659197,2025-05-05,2025-10-19,1089.47,1089.47,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,167,189,91+,0,1,0,0,0
S,AHORRO,18523207989,2025-02-12,2025-10-12,3365.39,2491.47,873.92,176,COMISION RETIRO CORRESPONSAL B,PAGO_PARCIAL,0.7403,242,271,91+,0,0,0,0,0
S,AHORRO,24787351611,2024-12-05,2025-06-11,474.75,474.75,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,188,340,91+,0,1,0,0,0
S,AHORRO,55396747638,2024-12-21,2025-06-06,442.47,327.57,114.9,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.7403,167,324,91+,0,0,0,0,0
S,AHORRO,57384722532,2025-05-13,2025-05-27,7670.5,7670.5,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,14,181,91+,0,1,0,0,0
S,AHORRO,70034794149,2025-04-09,2025-08-06,1112.49,1112.49,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,119,215,91+,0,1,0,0,0
S,AHORRO,30701767983,2025-02-09,2025-04-12,2675.37,2675.37,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,62,274,91+,0,1,0,0,0
S,AHORRO,10593660080,2025-03-19,2025-09-07,943.9,943.9,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,172,236,91+,0,1,0,0,0
S,AHORRO,68239365887,2025-05-02,2025-07-25,4657.89,4657.89,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,84,192,91+,0,1,0,0,0
S,AHORRO,39923429361,2025-03-25,2025-07-30,4488.92,3323.25,1165.67,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.7403,127,230,91+,0,0,0,0,0
S,AHORRO,37675495980,2024-11-02,2025-02-10,11085.63,11085.63,0.0,2285,APERTURA INVERSION VIRTUAL,PAGADA_TOTAL,1.0,100,373,91+,0,1,0,0,0
S,AHORRO,48506340540,2025-03-22,2025-03-25,1105.83,1105.83,0.0,293,COBRO PLAN SERVICIOS,PAGADA_TOTAL,1.0,3,233,91+,0,1,0,0,0
S,AHORRO,72976597430,2025-07-17,2025-08-15,820.24,820.24,0.0,1685,CARGO FISCAL IVA RECAUDO,PAGADA_TOTAL,1.0,29,116,91+,0,1,0,0,0
S,AHORRO,56417522318,2025-03-15,2025-04-02,3051.81,3051.81,0.0,87,CARGO FISCAL IVA COMISION B,PAGADA_TOTAL,1.0,18,240,91+,0,1,0,0,0
S,AHORRO,38214428975,2024-11-09,2024-12-26,350.59,350.59,0.0,2107,CARGO FISCAL IVA TRASLADO,PAGADA_TOTAL,1.0,47,366,91+,0,1,0,0,0
S,AHORRO,53214951441,2025-07-04,2025-07-11,669.69,669.69,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,7,129,91+,0,1,0,0,0
S,AHORRO,21028140470,2025-01-21,2025-02-13,6443.02,6443.02,0.0,2107,CARGO FISCAL IVA TRASLADO,PAGADA_TOTAL,1.0,23,293,91+,0,1,0,0,0
S,AHORRO,13113840428,2025-01-13,2025-06-16,4613.87,4613.87,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,PAGADA_TOTAL,1.0,154,301,91+,0,1,0,0,0
S,AHORRO,83308490970,2024-11-07,2025-06-09,1512.28,0.0,1512.28,137,COMISION RETIRO CANAL A,SIN_PAGO,0.0,,368,91+,0,0,0,0,0
S,AHORRO,48679241449,2024-12-13,2025-01-20,1301.0,1301.0,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,38,332,91+,0,1,0,0,0
S,AHORRO,10578581065,2024-11-07,2024-11-29,5463.98,5463.98,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,22,368,91+,0,1,0,0,0
S,AHORRO,60604460855,2025-06-11,2025-08-31,2095.08,2095.08,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,PAGADA_TOTAL,1.0,81,152,91+,0,1,0,0,0
S,AHORRO,15759082784,2025-06-01,2025-08-31,983.19,983.19,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,91,162,91+,0,1,0,0,0
S,AHORRO,19044178982,2025-01-13,2025-08-01,1317.8,1317.8,0.0,1157,COMISION CONSULTA SALDO,PAGADA_TOTAL,1.0,200,301,91+,0,1,0,0,0
S,AHORRO,20002712841,2025-06-01,2025-06-16,411449.79,411449.79,0.0,321,PAGO AUTOMATICO TARJETA A,PAGADA_TOTAL,1.0,15,162,91+,0,1,0,0,0
S,AHORRO,14445607378,2024-12-08,2025-08-13,801.45,593.33,208.12,497,PAGO SERVICIO ELECTRONICO,PAGO_PARCIAL,0.7403,248,337,91+,0,0,0,0,0
S,AHORRO,10755236627,2024-12-06,2025-04-11,4556.87,4556.87,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,126,339,91+,0,1,0,0,0
S,AHORRO,73683357217,2025-01-14,2025-10-06,1274.23,1274.23,0.0,2295,COMPRA INTERNACIONAL,PAGADA_TOTAL,1.0,265,300,91+,0,1,0,0,0
S,AHORRO,25916324447,2024-11-12,2025-04-25,8109.86,8109.86,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,164,363,91+,0,1,0,0,0
S,AHORRO,76441926088,2024-11-19,2025-07-08,3853.64,3853.64,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,231,356,91+,0,1,0,0,0
S,AHORRO,27755777155,2025-01-05,2025-03-30,1552.94,1149.68,403.26,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.7403,84,309,91+,0,0,0,0,0
S,AHORRO,49085428261,2025-05-21,2025-10-05,10451.21,0.0,10451.21,834,CARGO FISCAL TRANSACCIONAL,SIN_PAGO,0.0,,173,91+,0,0,0,0,0
S,AHORRO,60926407808,2025-03-07,2025-08-30,562.4,0.0,562.4,2262,RETIRO CIERRE CUENTA B,SIN_PAGO,0.0,,248,91+,0,0,0,0,0
S,AHORRO,22097503639,2025-03-14,2025-05-10,1573.44,1573.44,0.0,497,PAGO SERVICIO ELECTRONICO,PAGADA_TOTAL,1.0,57,241,91+,0,1,0,0,0
S,AHORRO,59257187491,2024-12-21,2025-08-12,30691.92,30691.92,0.0,2107,CARGO FISCAL IVA TRASLADO,PAGADA_TOTAL,1.0,234,324,91+,0,1,0,0,0
S,AHORRO,90124118833,2025-06-10,2025-06-29,599.57,599.57,0.0,87,CARGO FISCAL IVA COMISION B,PAGADA_TOTAL,1.0,19,153,91+,0,1,0,0,0
S,AHORRO,97069770419,2024-12-23,2025-07-21,5672.46,5672.46,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,210,322,91+,0,1,0,0,0
S,AHORRO,93063727454,2024-12-21,2025-06-05,716.87,716.87,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,166,324,91+,0,1,0,0,0
S,AHORRO,27548803288,2024-11-25,2025-04-19,7476.43,7476.43,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,145,350,91+,0,1,0,0,0
S,AHORRO,30252275616,2025-05-10,2025-06-24,3706.2,3706.2,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,45,184,91+,0,1,0,0,0
S,AHORRO,86249584313,2025-06-04,2025-08-24,939.41,939.41,0.0,724,RECARGA AUTOMATICA SERVICIO,PAGADA_TOTAL,1.0,81,159,91+,0,1,0,0,0
S,AHORRO,27237965399,2025-05-18,2025-07-19,1006.66,745.25,261.41,2106,COMISION TRANSFERENCIA EXTERNA B,PAGO_PARCIAL,0.7403,62,176,91+,0,0,0,0,0
S,AHORRO,67709215207,2025-04-21,2025-07-28,390.08,390.08,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,PAGADA_TOTAL,1.0,98,203,91+,0,1,0,0,0
S,AHORRO,83905190069,2025-03-28,2025-09-22,798.63,798.63,0.0,1157,COMISION CONSULTA SALDO,PAGADA_TOTAL,1.0,178,227,91+,0,1,0,0,0
S,AHORRO,30657712440,2024-12-02,2024-12-25,9196.21,9196.21,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,23,343,91+,0,1,0,0,0
S,AHORRO,27018525980,2025-07-22,2025-09-08,1018.64,1018.64,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,48,111,91+,0,1,0,0,0
S,AHORRO,57533985268,2025-06-06,2025-10-19,3326.79,3326.79,0.0,349,ABONO CREDITO MORA,PAGADA_TOTAL,1.0,135,157,91+,0,1,0,0,0
S,AHORRO,92768074964,2025-07-10,2025-09-01,920.58,0.0,920.58,176,COMISION RETIRO CORRESPONSAL B,SIN_PAGO,0.0,,123,91+,0,0,0,0,0
S,AHORRO,94747687356,2024-12-29,2025-06-18,612.68,149.53,463.15,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.2441,171,316,91+,0,0,0,0,0
S,AHORRO,12492607684,2025-03-15,2025-07-13,726.85,726.85,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,120,240,91+,0,1,0,0,0
S,AHORRO,25783515249,2024-12-10,2025-05-06,6958.52,6958.52,0.0,67,CARGO FISCAL IVA COMISION A,PAGADA_TOTAL,1.0,147,335,91+,0,1,0,0,0
S,AHORRO,19289868517,2025-05-07,2025-08-12,7059.7,7059.7,0.0,140,COMISION RETIRO CANAL B,PAGADA_TOTAL,1.0,97,187,91+,0,1,0,0,0
S,AHORRO,92881574697,2025-05-06,2025-05-22,602.37,0.0,602.37,2274,CARGO FISCAL IVA CANAL VIRTUAL,SIN_PAGO,0.0,,188,91+,0,0,0,0,0
S,AHORRO,69041947068,2025-05-17,2025-05-20,2782.26,2782.26,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,3,177,91+,0,1,0,0,0
S,AHORRO,24401952884,2025-02-06,2025-08-14,209.62,209.62,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,189,277,91+,0,1,0,0,0
S,AHORRO,97126742927,2024-12-30,2025-07-29,12085.57,2623.89,9461.68,788,TRANSFERENCIA CANAL FISICO,PAGO_PARCIAL,0.2171,211,315,91+,0,0,0,0,0
S,AHORRO,95483052957,2024-12-24,2025-01-01,7008.39,7008.39,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,8,321,91+,0,1,0,0,0
S,AHORRO,85206887693,2024-12-13,2025-04-30,1162.13,1162.13,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,138,332,91+,0,1,0,0,0
S,AHORRO,11497409182,2024-12-05,2025-01-16,370.44,274.25,96.19,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.7403,42,340,91+,0,0,0,0,0
S,AHORRO,39858084991,2024-10-24,2025-09-27,890.99,890.99,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,338,382,91+,0,1,0,0,0
S,AHORRO,75344396150,2025-06-30,2025-09-20,4975.84,4975.84,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,82,133,91+,0,1,0,0,0
S,AHORRO,97615408886,2025-03-06,2025-03-16,77.39,57.29,20.1,1517,COBRO SERVICIO TRANSPORTE,PAGO_PARCIAL,0.7403,10,249,91+,0,0,0,0,0
S,AHORRO,67162378057,2024-12-04,2025-02-26,1618.3,1618.3,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,84,341,91+,0,1,0,0,0
S,AHORRO,70171743741,2025-03-10,2025-05-02,467.82,467.82,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,53,245,91+,0,1,0,0,0
S,AHORRO,64625245784,2025-07-05,2025-09-04,4907.06,4907.06,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,PAGADA_TOTAL,1.0,61,128,91+,0,1,0,0,0
S,AHORRO,96351872096,2024-11-24,2025-09-28,1464.84,1464.84,0.0,1128,RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,308,351,91+,0,1,0,0,0
S,AHORRO,99009555023,2024-10-30,2025-04-29,1105.65,1105.65,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,181,376,91+,0,1,0,0,0
S,AHORRO,45749855558,2025-07-13,2025-07-25,83.14,83.14,0.0,1248,CARGO MORA TARJETA A,PAGADA_TOTAL,1.0,12,120,91+,0,1,0,0,0
S,AHORRO,62346423533,2025-05-20,2025-06-24,4845.29,4845.29,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,35,174,91+,0,1,0,0,0
S,AHORRO,40578835753,2025-01-04,2025-09-02,33859.35,33859.35,0.0,2295,COMPRA INTERNACIONAL,PAGADA_TOTAL,1.0,241,310,91+,0,1,0,0,0
S,AHORRO,49891929885,2025-04-28,2025-04-29,41.64,41.64,0.0,497,PAGO SERVICIO ELECTRONICO,PAGADA_TOTAL,1.0,1,196,91+,0,1,0,0,0
S,AHORRO,21345195911,2025-04-18,2025-07-29,2857.0,2857.0,0.0,86,COMISION SERVICIO BANCARIO B,PAGADA_TOTAL,1.0,102,206,91+,0,1,0,0,0
S,AHORRO,92988745829,2024-11-24,2025-04-26,4201.18,4201.18,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,153,351,91+,0,1,0,0,0
S,AHORRO,97676071075,2024-10-26,2025-05-03,1802.81,1802.81,0.0,87,CARGO FISCAL IVA COMISION B,PAGADA_TOTAL,1.0,189,380,91+,0,1,0,0,0
S,AHORRO,85073692564,2025-03-07,2025-08-18,4890.49,4890.49,0.0,497,PAGO SERVICIO ELECTRONICO,PAGADA_TOTAL,1.0,164,248,91+,0,1,0,0,0
S,AHORRO,84788471432,2025-02-24,2025-08-15,3505.67,3505.67,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,172,259,91+,0,1,0,0,0
S,AHORRO,43188140459,2025-06-06,2025-08-28,8428.21,8428.21,0.0,497,PAGO SERVICIO ELECTRONICO,PAGADA_TOTAL,1.0,83,157,91+,0,1,0,0,0
S,AHORRO,49171668630,2024-11-30,2025-05-12,1659.65,1659.65,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,163,345,91+,0,1,0,0,0
S,AHORRO,36133406090,2025-03-01,2025-07-07,28345.92,20985.12,7360.8,497,PAGO SERVICIO ELECTRONICO,PAGO_PARCIAL,0.7403,128,254,91+,0,0,0,0,0
S,AHORRO,14061701666,2025-01-31,2025-07-11,3364.26,615.55,2748.71,2106,COMISION TRANSFERENCIA EXTERNA B,PAGO_PARCIAL,0.183,161,283,91+,0,0,0,0,0
S,AHORRO,42767062919,2024-12-07,2025-07-18,321.79,321.79,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,223,338,91+,0,1,0,0,0
S,AHORRO,65298792396,2025-03-31,2025-04-22,2510.63,2510.63,0.0,137,COMISION RETIRO CANAL A,PAGADA_TOTAL,1.0,22,224,91+,0,1,0,0,0
S,AHORRO,11333793952,2024-11-13,2025-07-28,566.82,566.82,0.0,1157,COMISION CONSULTA SALDO,PAGADA_TOTAL,1.0,257,362,91+,0,1,0,0,0
S,AHORRO,82120052694,2024-11-13,2025-05-28,139.13,139.13,0.0,137,COMISION RETIRO CANAL A,PAGADA_TOTAL,1.0,196,362,91+,0,1,0,0,0
S,AHORRO,68069291451,2025-04-18,2025-05-27,3522.62,3522.62,0.0,2107,CARGO FISCAL IVA TRASLADO,PAGADA_TOTAL,1.0,39,206,91+,0,1,0,0,0
S,AHORRO,90783560133,2025-04-25,2025-07-22,8709.18,6447.6,2261.58,87,CARGO FISCAL IVA COMISION B,PAGO_PARCIAL,0.7403,88,199,91+,0,0,0,0,0
S,AHORRO,99501202464,2024-10-30,2025-04-02,33948.86,0.0,33948.86,2106,COMISION TRANSFERENCIA EXTERNA B,SIN_PAGO,0.0,,376,91+,0,0,0,0,0
S,AHORRO,44380876682,2025-01-31,2025-03-11,5238.9,3785.53,1453.37,2106,COMISION TRANSFERENCIA EXTERNA B,PAGO_PARCIAL,0.7226,39,283,91+,0,0,0,0,0
S,AHORRO,84443321151,2025-06-21,2025-10-17,153.82,153.82,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,118,142,91+,0,1,0,0,0
S,AHORRO,85352974856,2025-06-06,2025-08-13,848.22,848.22,0.0,2107,CARGO FISCAL IVA TRASLADO,PAGADA_TOTAL,1.0,68,157,91+,0,1,0,0,0
S,AHORRO,97822810913,2025-04-06,2025-06-30,5191.49,5191.49,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,85,218,91+,0,1,0,0,0
S,AHORRO,16950252597,2025-06-22,2025-08-06,470.11,470.11,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,45,141,91+,0,1,0,0,0
S,AHORRO,38571076870,2024-11-18,2025-09-08,267.93,193.6,74.33,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.7226,294,357,91+,0,0,0,0,0
S,AHORRO,92759986619,2025-03-01,2025-03-20,15623.66,15623.66,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,19,254,91+,0,1,0,0,0
S,AHORRO,70828260847,2025-04-06,2025-06-19,4129.14,4129.14,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,74,218,91+,0,1,0,0,0
S,AHORRO,45058872234,2025-02-20,2025-07-03,359.4,359.4,0.0,788,TRANSFERENCIA CANAL FISICO,PAGADA_TOTAL,1.0,133,263,91+,0,1,0,0,0
S,AHORRO,30719760344,2025-07-01,2025-07-13,29617.85,29617.85,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,12,132,91+,0,1,0,0,0
S,AHORRO,25026503559,2025-05-20,2025-08-25,923.56,923.56,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,97,174,91+,0,1,0,0,0
S,AHORRO,97668253073,2025-02-10,2025-07-20,709.49,0.0,709.49,834,CARGO FISCAL TRANSACCIONAL,SIN_PAGO,0.0,,273,91+,0,0,0,0,0
S,AHORRO,48150626436,2024-10-29,2025-02-18,1629.45,1629.45,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,112,377,91+,0,1,0,0,0
S,AHORRO,15682950513,2025-06-05,2025-10-15,1539.64,0.0,1539.64,834,CARGO FISCAL TRANSACCIONAL,SIN_PAGO,0.0,,158,91+,0,0,0,0,0
S,AHORRO,54242783600,2025-05-29,2025-06-01,920.9,920.9,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,3,165,91+,0,1,0,0,0
S,AHORRO,29045469771,2025-01-29,2025-02-26,21656.41,15648.5,6007.91,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.7226,28,285,91+,0,0,0,0,0
S,AHORRO,28668914281,2025-03-13,2025-06-25,6303.07,6303.07,0.0,1517,COBRO SERVICIO TRANSPORTE,PAGADA_TOTAL,1.0,104,242,91+,0,1,0,0,0
S,AHORRO,62111847617,2025-02-23,2025-04-03,3100.91,3100.91,0.0,2048,COMISION TRANSFERENCIA EXTERNA A,PAGADA_TOTAL,1.0,39,260,91+,0,1,0,0,0
S,AHORRO,63176523558,2025-03-26,2025-10-15,2298.66,1660.97,637.69,834,CARGO FISCAL TRANSACCIONAL,PAGO_PARCIAL,0.7226,203,229,91+,0,0,0,0,0
S,AHORRO,89925804188,2025-06-21,2025-08-12,275806.45,275806.45,0.0,329,DEBITO ABONO CARTERA,PAGADA_TOTAL,1.0,52,142,91+,0,1,0,0,0
S,AHORRO,19884966007,2025-06-05,2025-06-09,6001.82,0.0,6001.82,1157,COMISION CONSULTA SALDO,SIN_PAGO,0.0,,158,91+,0,0,0,0,0
S,AHORRO,54667192496,2024-12-02,2025-02-19,7779.23,5621.12,2158.11,788,TRANSFERENCIA CANAL FISICO,PAGO_PARCIAL,0.7226,79,343,91+,0,0,0,0,0
S,AHORRO,53726630683,2025-01-07,2025-09-24,6108.01,6108.01,0.0,574,COMISION RETIRO INTERNACIONAL,PAGADA_TOTAL,1.0,260,307,91+,0,1,0,0,0
S,AHORRO,95366753150,2024-11-04,2025-01-04,15650.04,15650.04,0.0,1157,COMISION CONSULTA SALDO,PAGADA_TOTAL,1.0,61,371,91+,0,1,0,0,0
S,AHORRO,93385811806,2025-02-12,2025-04-05,4546.29,3285.06,1261.23,87,CARGO FISCAL IVA COMISION B,PAGO_PARCIAL,0.7226,52,271,91+,0,0,0,0,0
S,AHORRO,78409066180,2025-03-21,2025-08-18,819.39,819.39,0.0,176,COMISION RETIRO CORRESPONSAL B,PAGADA_TOTAL,1.0,150,234,91+,0,1,0,0,0
S,AHORRO,80382339396,2025-01-12,2025-08-14,355.83,355.83,0.0,1705,TRANSFERENCIA BOTON DIGITAL,PAGADA_TOTAL,1.0,214,302,91+,0,1,0,0,0
S,AHORRO,35011715267,2025-06-28,2025-09-18,4029.13,4029.13,0.0,137,COMISION RETIRO CANAL A,PAGADA_TOTAL,1.0,82,135,91+,0,1,0,0,0
S,AHORRO,56585937906,2025-03-05,2025-10-19,7405.21,7405.21,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,228,250,91+,0,1,0,0,0
S,AHORRO,82412333755,2025-02-05,2025-04-10,148.73,148.73,0.0,834,CARGO FISCAL TRANSACCIONAL,PAGADA_TOTAL,1.0,64,278,91+,0,1,0,0,0
S,AHORRO,78940944080,2025-04-26,2025-07-02,3803.48,0.0,3803.48,2285,APERTURA INVERSION VIRTUAL,SIN_PAGO,0.0,,198,91+,0,0,0,0,0
S,AHORRO,61629564269,2025-05-14,2025-06-22,2516.98,0.0,2516.98,834,CARGO FISCAL TRANSACCIONAL,SIN_PAGO,0.0,,180,91+,0,0,0,0,0
S,AHORRO,86627782134,2025-01-14,2025-08-30,2930.32,2930.32,0.0,1157,COMISION CONSULTA SALDO,PAGADA_TOTAL,1.0,228,300,91+,0,1,0,0,0
S,AHORRO,86682309522,2024-11-14,2024-12-23,302.14,302.14,0.0,1705,TRANSFERENCIA BOTON DIGITAL,PAGADA_TOTAL,1.0,39,361,91+,0,1,0,0,0
S,AHORRO,43400653202,2025-02-04,2025-06-14,15515.95,15515.95,0.0,86,COMISION SERVICIO BANCARIO B,PAGADA_TOTAL,1.0,130,279,91+,0,1,0,0,0
